position,player,team,age,prob,last_finish,depth_rank,gates_scored_on,gates_cleared,gates_total,leaper_markers,leaper_total,tier,base_rate,missing
WR,Andrei Iosivas,CIN,26.9,0.004,70,3.0,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Malik Washington,MIA,25.9,0.004,53,1.0,2025,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Dont'e Thornton Jr.,LV,23.8,0.004,147,5.0,2025,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Tyler Boyd,TEN,31.8,0.003,93,,2024,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Mack Hollins,NE,33.0,0.003,58,5.0,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Lil'Jordan Humphrey,DEN,28.4,0.003,128,6.0,2024,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Greg Dortch,ARI,28.3,0.003,84,4.0,2025,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Dyami Brown,JAX,26.8,0.003,111,6.0,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Elijah Moore,BUF,26.4,0.003,140,5.0,2024,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Jalen Nailor,MIN,27.5,0.003,61,2.0,2025,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Robert Woods,HOU,34.4,0.002,121,,2024,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Mike Williams,NYJ,31.9,0.002,107,,2024,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,DeAndre Hopkins,BAL,34.2,0.002,93,,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Curtis Samuel,BUF,30.1,0.002,150,,2024,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Ray-Ray McCloud,ATL,29.9,0.002,170,7.0,2024,2,5,1.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share"
WR,Darius Slayton,NYG,29.6,0.002,63,2.0,2025,2,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share"
WR,John Metchie III,NYJ,26.1,0.002,87,5.0,2025,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Xavier Hutchinson,HOU,26.3,0.002,64,2.0,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Jonathan Mingo,DAL,25.4,0.002,205,6.0,2024,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Ryan Flournoy,DAL,26.8,0.002,57,3.0,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Devaughn Vele,NO,28.7,0.002,95,3.0,2025,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Tyler Lockett,LV,33.9,0.001,92,,2025,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Sterling Shepard,TB,33.6,0.001,80,7.0,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Kalif Raymond,DET,32.1,0.001,94,3.0,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Demarcus Robinson,SF,31.9,0.001,99,5.0,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Kendrick Bourne,SF,31.1,0.001,68,3.0,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Noah Brown,WAS,30.7,0.001,173,6.0,2024,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Christian Kirk,HOU,29.8,0.001,100,3.0,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,David Sills,ATL,31.3,0.001,113,7.0,2025,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Nick Westbrook-Ikhine,MIA,29.4,0.001,154,5.0,2024,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Gabe Davis,BUF,27.5,0.001,134,,2024,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Van Jefferson,TEN,30.1,0.001,88,8.0,2025,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Tyler Johnson,NYJ,28.0,0.001,123,8.0,2024,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Jahan Dotson,PHI,26.4,0.001,110,2.0,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Tyquan Thornton,KC,26.1,0.001,81,3.0,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Jalen Brooks,ARI,26.3,0.001,183,5.0,2024,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Cedric Tillman,CLE,26.4,0.001,98,4.0,2025,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Isaiah Williams,NYJ,25.6,0.001,97,4.0,2025,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Adam Thielen,MIN,36.0,0.0,120,,2025,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Brandin Cooks,NO,32.9,0.0,106,,2025,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Tim Patrick,JAX,32.8,0.0,107,5.0,2024,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,JuJu Smith-Schuster,KC,29.8,0.0,86,6.0,2025,1,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share"
WR,Marquez Valdes-Scantling,PIT,31.9,0.0,130,5.0,2024,0,5,0.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Snap share; Team scoring rank"
WR,Allen Lazard,NYJ,30.7,0.0,149,,2024,1,5,1.0,5,E - profile does not support it,0.0674,"Target share; Yards per route (est., shrunk); Red-zone target share; Team scoring rank"
