season,seat,points,place
2017,7,1348.1999999999998,10
2017,8,1703.58,3
2017,9,1363.44,9
2017,10,1525.74,6
2017,1,1587.64,7
2017,2,1429.56,10
2017,3,1461.8200000000002,9
2017,4,1641.66,3
2017,5,1764.78,1
2017,6,1627.34,5
2017,7,1598.22,6
2017,8,1655.14,2
2017,9,1466.6399999999999,8
2017,10,1632.1,4
2017,1,1972.62,1
2017,2,1386.4599999999998,9
2017,3,1576.1,5
2017,4,1511.8,7
2017,5,1813.2399999999998,2
2017,6,1432.1799999999998,8
2017,7,1308.1799999999998,10
2017,8,1741.42,3
2017,9,1540.8999999999999,6
2017,10,1675.48,4
2017,1,1809.56,3
2017,2,1464.9799999999998,7
2017,3,1322.1599999999999,10
2017,4,1425.48,8
2017,5,1483.66,6
2017,6,1379.8999999999999,9
2017,7,1873.18,1
2017,8,1816.8400000000001,2
2017,9,1582.6999999999998,5
2017,10,1765.8000000000002,4
2017,1,1658.4999999999998,5
2017,2,1391.34,8
2017,3,1644.4799999999998,6
2017,4,1760.7200000000003,2
2017,5,1659.4,4
2017,6,1806.3799999999999,1
2017,7,1245.98,10
2017,8,1720.7,3
2017,9,1366.66,9
2017,10,1634.52,7
2017,1,1592.7599999999998,6
2017,2,1374.62,9
2017,3,1484.1,8
2017,4,1627.5,5
2017,5,1362.22,10
2017,6,1541.6000000000001,7
2017,7,1903.28,1
2017,8,1640.98,4
2017,9,1691.68,3
2017,10,1876.2399999999998,2
2017,1,1724.12,3
2017,2,1559.3,7
2017,3,1482.52,8
2017,4,1662.34,5
2017,5,1237.2,10
2017,6,1751.8400000000001,1
2017,7,1603.48,6
2017,8,1735.8600000000001,2
2017,9,1713.26,4
2017,10,1469.7399999999998,9
2017,1,1705.1399999999999,4
2017,2,1513.8,6
2017,3,1736.62,2
2017,4,1447.3,9
2017,5,1735.8599999999997,3
2017,6,1813.4800000000002,1
2017,7,1677.94,5
2017,8,1429.98,10
2017,9,1513.1200000000001,7
2017,10,1501.1999999999998,8
2017,1,1580.66,7
2017,2,1473.06,8
2017,3,1608.78,6
2017,4,1744.1000000000001,1
2017,5,1685.82,3
2017,6,1416.2399999999998,9
2017,7,1632.1799999999998,5
2017,8,1269.4399999999998,10
2017,9,1658.66,4
2017,10,1703.8799999999999,2
2017,1,1593.2600000000002,6
2017,2,1772.62,2
2017,3,1761.5200000000002,3
2017,4,1445.86,7
2017,5,1608.0800000000002,5
2017,6,1270.18,9
2017,7,1368.1999999999998,8
2017,8,1210.6599999999999,10
2017,9,1794.54,1
2017,10,1684.66,4
2017,1,1594.8999999999999,7
2017,2,1629.4599999999998,6
2017,3,1714.5,3
2017,4,1573.42,8
2017,5,1829.58,1
2017,6,1688.38,4
2017,7,1346.8200000000002,10
2017,8,1644.72,5
2017,9,1728.44,2
2017,10,1389.6599999999999,9
2017,1,1439.6,9
2017,2,1546.1599999999999,5
2017,3,1648.5600000000004,3
2017,4,1520.3,6
2017,5,1509.3,7
2017,6,1484.54,8
2017,7,1419.32,10
2017,8,1668.2800000000002,2
2017,9,1556.98,4
2017,10,1668.4799999999998,1
2017,1,1579.98,6
2017,2,1615.94,5
2017,3,1543.24,7
2017,4,1485.86,8
2017,5,1780.02,1
2017,6,1431.82,9
2017,7,1775.5,2
2017,8,1416.06,10
2017,9,1685.76,3
2017,10,1623.2800000000002,4
2017,1,1665.2,5
2017,2,1546.96,7
2017,3,1292.6,10
2017,4,1566.96,6
2017,5,1719.42,3
2017,6,1528.48,8
2017,7,1757.2800000000002,1
2017,8,1665.7000000000003,4
2017,9,1525.1599999999999,9
2017,10,1738.04,2
2017,1,1609.72,5
2017,2,1179.1200000000001,10
2017,3,1456.88,8
2017,4,1287.94,9
2017,5,1484.88,7
2017,6,1781.1200000000003,2
2017,7,1645.7,4
2017,8,2013.7400000000002,1
2017,9,1706.36,3
2017,10,1594.86,6
2017,1,1524.54,6
2017,2,1735.1799999999998,2
2017,3,1547.6200000000001,5
2017,4,1642.52,3
2017,5,2006.7,1
2017,6,1490.6999999999998,7
2017,7,1226.94,10
2017,8,1487.98,8
2017,9,1589.58,4
2017,10,1333.06,9
2017,1,1546.96,7
2017,2,1427.0800000000002,9
2017,3,1549.2600000000002,5
2017,4,1548.62,6
2017,5,1791.2,2
2017,6,1268.8600000000001,10
2017,7,1748.42,4
2017,8,1832.0000000000002,1
2017,9,1767.42,3
2017,10,1448.54,8
2017,1,1692.26,2
2017,2,1349.1,9
2017,3,1589.3,6
2017,4,1502.6399999999999,8
2017,5,1588.2800000000002,7
2017,6,1674.6799999999998,3
2017,7,1319.96,10
2017,8,1661.88,5
2017,9,1754.3200000000002,1
2017,10,1665.94,4
2017,1,1686.6999999999998,4
2017,2,1555.8000000000002,5
2017,3,1710.1200000000001,3
2017,4,1370.04,10
2017,5,1432.6,9
2017,6,1721.92,2
2017,7,1553.48,6
2017,8,1506.8799999999997,7
2017,9,1831.98,1
2017,10,1490.6799999999998,8
2017,1,1384.66,9
2017,2,1555.3600000000001,6
2017,3,1662.08,4
2017,4,1510.06,8
2017,5,1896.8200000000002,1
2017,6,1825.82,2
2017,7,1543.52,7
2017,8,1657.6000000000001,5
2017,9,1698.88,3
2017,10,1344.8200000000002,10
2017,1,1352.2800000000002,9
2017,2,1563.42,5
2017,3,1755.72,2
2017,4,1280.1599999999999,10
2017,5,1907.3799999999999,1
2017,6,1514.44,7
2017,7,1481.34,8
2017,8,1753.3000000000002,3
2017,9,1553.86,6
2017,10,1710.7200000000003,4
2017,1,1880.5200000000002,1
2017,2,1631.38,4
2017,3,1534.16,7
2017,4,1399.02,10
2017,5,1796.32,2
2017,6,1769.3000000000002,3
2017,7,1456.7399999999998,9
2017,8,1459.8400000000001,8
2017,9,1552.96,6
2017,10,1555.2599999999998,5
2018,1,1568.02,9
2018,2,1903.1,1
2018,3,1738.2,3
2018,4,1645.64,5
2018,5,1881.6200000000001,2
2018,6,1711.96,4
2018,7,1629.48,6
2018,8,1623.0000000000002,7
2018,9,1598.54,8
2018,10,1516.5400000000002,10
2018,1,1475.78,10
2018,2,2202.32,1
2018,3,1634.58,5
2018,4,1987.22,2
2018,5,1665.3600000000001,4
2018,6,1567.52,7
2018,7,1634.2999999999997,6
2018,8,1559.5600000000002,8
2018,9,1886.16,3
2018,10,1546.42,9
2018,1,1697.38,6
2018,2,1521.84,8
2018,3,1776.46,5
2018,4,2018.36,2
2018,5,1455.8,9
2018,6,1908.2600000000002,3
2018,7,2045.7400000000002,1
2018,8,1852.0200000000002,4
2018,9,1319.52,10
2018,10,1670.92,7
2018,1,1807.8400000000001,3
2018,2,1578.12,8
2018,3,1446.68,10
2018,4,1641.0,7
2018,5,2100.12,1
2018,6,1546.38,9
2018,7,1643.1799999999998,6
2018,8,1650.46,5
2018,9,1998.26,2
2018,10,1652.32,4
2018,1,1652.6999999999998,7
2018,2,1709.9999999999998,6
2018,3,1451.7399999999998,10
2018,4,1869.8999999999999,3
2018,5,1959.3999999999999,2
2018,6,1640.1799999999998,8
2018,7,1805.66,4
2018,8,1965.0,1
2018,9,1555.3600000000001,9
2018,10,1740.4200000000003,5
2018,1,1720.06,5
2018,2,1141.8999999999999,10
2018,3,1820.92,4
2018,4,1691.42,6
2018,5,2020.2800000000002,2
2018,6,2035.4600000000003,1
2018,7,1885.16,3
2018,8,1563.42,8
2018,9,1631.7199999999998,7
2018,10,1498.3999999999999,9
2018,1,1747.3200000000002,4
2018,2,1663.12,6
2018,3,1504.64,8
2018,4,2101.6,1
2018,5,1398.96,10
2018,6,1709.18,5
2018,7,2031.52,2
2018,8,1586.14,7
2018,9,2016.3000000000002,3
2018,10,1435.2199999999998,9
2018,1,1338.92,10
2018,2,1848.86,3
2018,3,1946.6,2
2018,4,1758.78,5
2018,5,2074.08,1
2018,6,1565.3000000000002,8
2018,7,1719.74,7
2018,8,1734.3400000000001,6
2018,9,1829.5400000000002,4
2018,10,1410.18,9
2018,1,1801.6,4
2018,2,1667.6200000000003,7
2018,3,1928.3200000000002,2
2018,4,1358.7199999999998,9
2018,5,2118.22,1
2018,6,1889.02,3
2018,7,1334.6999999999998,10
2018,8,1671.5800000000002,6
2018,9,1794.78,5
2018,10,1571.74,8
2018,1,1594.66,8
2018,2,2046.22,1
2018,3,1843.44,3
2018,4,1912.2999999999997,2
2018,5,1558.44,9
2018,6,1451.0,10
2018,7,1642.1399999999999,7
2018,8,1693.96,5
2018,9,1672.1399999999999,6
2018,10,1706.32,4
2018,1,1984.5200000000002,2
2018,2,1543.66,9
2018,3,1711.94,6
2018,4,1788.8400000000001,5
2018,5,1798.76,4
2018,6,1662.04,8
2018,7,1241.62,10
2018,8,1710.4,7
2018,9,1914.98,3
2018,10,2033.54,1
2018,1,1675.7,6
2018,2,1608.5800000000002,8
2018,3,1901.3200000000002,3
2018,4,1863.96,5
2018,5,2065.36,1
2018,6,1959.52,2
2018,7,1479.14,9
2018,8,1633.3999999999999,7
2018,9,1149.52,10
2018,10,1868.98,4
2018,1,1805.38,3
2018,2,1847.46,1
2018,3,1773.9,7
2018,4,1777.46,6
2018,5,1784.1,4
2018,6,1583.56,9
2018,7,1456.6200000000001,10
2018,8,1709.82,8
2018,9,1778.8000000000002,5
2018,10,1813.1,2
2018,1,1432.3799999999999,8
2018,2,1906.92,2
2018,3,2448.86,1
2018,4,1709.32,4
2018,5,1726.56,3
2018,6,1390.48,10
2018,7,1485.74,7
2018,8,1429.44,9
2018,9,1594.0200000000002,6
2018,10,1614.92,5
2018,1,1952.42,2
2018,2,1651.3400000000001,7
2018,3,1999.96,1
2018,4,1408.3600000000001,10
2018,5,1844.2599999999998,4
2018,6,1795.4,5
2018,7,1729.38,6
2018,8,1583.84,9
2018,9,1588.6200000000001,8
2018,10,1914.52,3
2018,1,1412.94,10
2018,2,1768.3199999999997,6
2018,3,1874.4599999999998,3
2018,4,2009.04,2
2018,5,1515.9199999999998,9
2018,6,2058.06,1
2018,7,1770.24,5
2018,8,1819.2400000000002,4
2018,9,1533.46,8
2018,10,1583.3400000000001,7
2018,1,1725.72,6
2018,2,1540.0600000000002,8
2018,3,1909.48,2
2018,4,1782.48,5
2018,5,1790.0199999999998,4
2018,6,1977.52,1
2018,7,1659.04,7
2018,8,1828.6799999999998,3
2018,9,1365.8200000000002,10
2018,10,1413.1399999999999,9
2018,1,1779.8799999999999,4
2018,2,1813.78,2
2018,3,1810.9599999999998,3
2018,4,1744.1,5
2018,5,1512.5,9
2018,6,1615.58,7
2018,7,1495.0,10
2018,8,1551.54,8
2018,9,1950.8200000000002,1
2018,10,1621.18,6
2018,1,1822.6999999999998,2
2018,2,2042.18,1
2018,3,1611.08,8
2018,4,1751.8199999999997,5
2018,5,1524.9,9
2018,6,1741.52,6
2018,7,1674.54,7
2018,8,1820.6600000000003,3
2018,9,1510.8000000000002,10
2018,10,1787.1599999999999,4
2018,1,1980.36,3
2018,2,1878.62,4
2018,3,2065.54,1
2018,4,1650.16,7
2018,5,1606.1399999999999,8
2018,6,2042.3400000000001,2
2018,7,1331.3600000000001,10
2018,8,1736.12,6
2018,9,1812.5199999999998,5
2018,10,1489.04,9
2018,1,1583.5400000000002,7
2018,2,1644.5,5
2018,3,1898.46,3
2018,4,1786.48,4
2018,5,1216.48,10
2018,6,2074.36,2
2018,7,1491.36,9
2018,8,1610.7999999999997,6
2018,9,1541.06,8
2018,10,2131.66,1
2018,1,1950.02,3
2018,2,1523.92,9
2018,3,1434.8200000000002,10
2018,4,1862.98,4
2018,5,1612.92,7
2018,6,1605.92,8
2018,7,1978.66,2
2018,8,1638.2000000000003,6
2018,9,1645.56,5
2018,10,1980.0600000000002,1
2018,1,1659.92,8
2018,2,1738.62,6
2018,3,1775.3799999999999,4
2018,4,1941.88,1
2018,5,1808.96,3
2018,6,1758.1799999999998,5
2018,7,1255.6000000000001,10
2018,8,1539.1999999999998,9
2018,9,1854.52,2
2018,10,1710.02,7
2018,1,1917.98,3
2018,2,2125.76,1
2018,3,1677.8200000000002,5
2018,4,1938.3,2
2018,5,1472.2200000000003,10
2018,6,1523.3600000000004,8
2018,7,1516.1200000000003,9
2018,8,1744.7800000000002,4
2018,9,1668.96,6
2018,10,1665.2200000000003,7
2018,1,1590.8799999999999,8
2018,2,1463.4599999999998,10
2018,3,1830.8,4
2018,4,1751.52,6
2018,5,1885.42,2
2018,6,1866.9,3
2018,7,1725.1399999999999,7
2018,8,1794.2,5
2018,9,1473.22,9
2018,10,1930.88,1
2018,1,1761.54,5
2018,2,1742.08,6
2018,3,1416.12,9
2018,4,1762.2799999999997,4
2018,5,1403.96,10
2018,6,1824.32,2
2018,7,2021.46,1
2018,8,1681.9,7
2018,9,1579.5800000000002,8
2018,10,1817.48,3
2018,1,1527.3400000000001,10
2018,2,1706.64,6
2018,3,1786.8200000000002,3
2018,4,1953.6600000000003,2
2018,5,1535.02,9
2018,6,2008.58,1
2018,7,1659.04,7
2018,8,1601.2199999999998,8
2018,9,1709.7199999999998,5
2018,10,1775.82,4
2018,1,1532.2800000000002,9
2018,2,1946.7,1
2018,3,1602.9399999999998,8
2018,4,1923.3200000000002,2
2018,5,1627.22,6
2018,6,1458.96,10
2018,7,1620.52,7
2018,8,1799.48,5
2018,9,1876.8,3
2018,10,1809.92,4
2018,1,1510.44,9
2018,2,2066.32,1
2018,3,1770.2,5
2018,4,1681.22,6
2018,5,1326.9199999999998,10
2018,6,1807.3600000000001,4
2018,7,1590.6,7
2018,8,1892.92,3
2018,9,1955.92,2
2018,10,1559.1799999999998,8
2018,1,1847.6,3
2018,2,1452.72,9
2018,3,1925.76,1
2018,4,1547.52,8
2018,5,1637.5,7
2018,6,1303.7799999999997,10
2018,7,1735.72,6
2018,8,1765.5000000000002,5
2018,9,1833.2400000000002,4
2018,10,1867.8200000000002,2
2018,1,1902.6599999999999,3
2018,2,1451.48,9
2018,3,1453.92,8
2018,4,2227.18,1
2018,5,1818.1000000000001,4
2018,6,1813.9799999999998,5
2018,7,2039.56,2
2018,8,1613.48,6
2018,9,1556.42,7
2018,10,1406.38,10
2018,1,1720.8200000000002,6
2018,2,1863.2799999999997,1
2018,3,1762.96,3
2018,4,1721.3,5
2018,5,1651.94,9
2018,6,1766.42,2
2018,7,1682.48,8
2018,8,1731.0,4
2018,9,1402.2800000000002,10
2018,10,1695.38,7
2018,1,1795.06,4
2018,2,1584.08,7
2018,3,2001.1200000000003,1
2018,4,1580.7400000000002,8
2018,5,1384.6,10
2018,6,1749.6000000000001,5
2018,7,1570.2599999999998,9
2018,8,1805.5,3
2018,9,1912.64,2
2018,10,1724.62,6
2018,1,2009.38,1
2018,2,1687.46,6
2018,3,1455.0,10
2018,4,1785.2200000000003,4
2018,5,2000.34,2
2018,6,1533.0,9
2018,7,1828.6999999999998,3
2018,8,1604.8,8
2018,9,1677.82,7
2018,10,1750.6399999999999,5
2018,1,1808.94,5
2018,2,1911.58,2
2018,3,1689.7199999999998,6
2018,4,1600.22,7
2018,5,1888.92,3
2018,6,1817.8400000000001,4
2018,7,1538.1799999999998,9
2018,8,1955.18,1
2018,9,1589.52,8
2018,10,1391.5800000000002,10
2018,1,1471.54,10
2018,2,1840.36,1
2018,3,1744.2800000000002,5
2018,4,1714.2399999999998,6
2018,5,1789.84,4
2018,6,1807.0000000000002,3
2018,7,1681.7999999999997,7
2018,8,1572.9,8
2018,9,1496.12,9
2018,10,1828.68,2
2018,1,1435.7199999999998,10
2018,2,2079.8,1
2018,3,1493.16,9
2018,4,1870.4,2
2018,5,1787.5800000000002,3
2018,6,1630.1000000000001,8
2018,7,1721.94,5
2018,8,1643.04,7
2018,9,1755.6000000000001,4
2018,10,1698.82,6
2018,1,1737.04,5
2018,2,1161.52,10
2018,3,1898.8400000000001,2
2018,4,1509.5400000000002,8
2018,5,1585.8,6
2018,6,1776.1200000000001,4
2018,7,2188.6,1
2018,8,1522.8400000000001,7
2018,9,1504.8799999999999,9
2018,10,1809.96,3
2018,1,1552.5400000000002,9
2018,2,1808.86,4
2018,3,1595.3999999999999,8
2018,4,1768.94,5
2018,5,1883.6599999999999,1
2018,6,1669.46,7
2018,7,1547.3800000000003,10
2018,8,1860.6,2
2018,9,1707.8000000000002,6
2018,10,1812.56,3
2018,1,1978.3000000000002,3
2018,2,2133.4,1
2018,3,1534.88,7
2018,4,1999.3199999999997,2
2018,5,1575.98,6
2018,6,1815.42,4
2018,7,1481.16,9
2018,8,1802.5599999999997,5
2018,9,1498.1200000000001,8
2018,10,1380.9199999999998,10
2018,1,1806.62,3
2018,2,1906.06,1
2018,3,1745.52,5
2018,4,1445.24,10
2018,5,1716.92,6
2018,6,1548.08,9
2018,7,1683.76,7
2018,8,1568.12,8
2018,9,1810.3799999999999,2
2018,10,1753.3,4
2018,1,1811.46,5
2018,2,2026.6,1
2018,3,1457.78,10
2018,4,1974.88,2
2018,5,1895.3999999999999,3
2018,6,1540.58,9
2018,7,1574.1999999999998,7
2018,8,1842.12,4
2018,9,1561.12,8
2018,10,1637.34,6
2018,1,1660.4400000000003,7
2018,2,1560.04,9
2018,3,1809.1599999999999,3
2018,4,1865.22,2
2018,5,1399.16,10
2018,6,1744.68,5
2018,7,1572.16,8
2018,8,1699.6,6
2018,9,2031.6,1
2018,10,1792.6000000000001,4
2018,1,1709.48,5
2018,2,1660.52,7
2018,3,1820.3200000000002,3
2018,4,1951.5800000000002,1
2018,5,1720.1000000000001,4
2018,6,1706.1,6
2018,7,1660.4,8
2018,8,1505.5,10
2018,9,1564.7800000000002,9
2018,10,1836.6399999999999,2
2018,1,1842.22,3
2018,2,1547.1799999999998,10
2018,3,1864.32,2
2018,4,1602.2200000000003,7
2018,5,1824.1000000000001,4
2018,6,1677.7200000000003,5
2018,7,1577.7800000000002,9
2018,8,1587.62,8
2018,9,1649.32,6
2018,10,2003.6599999999999,1
2018,1,1714.1599999999999,7
2018,2,1900.5200000000002,2
2018,3,1401.82,10
2018,4,1737.2199999999998,5
2018,5,1722.56,6
2018,6,1627.7800000000002,8
2018,7,1834.6399999999999,3
2018,8,1565.38,9
2018,9,1796.06,4
2018,10,2021.3200000000002,1
2018,1,1364.52,10
2018,2,1578.32,7
2018,3,1440.1600000000003,9
2018,4,1958.6600000000003,2
2018,5,1828.76,3
2018,6,1610.6599999999999,6
2018,7,1826.38,4
2018,8,2020.2199999999998,1
2018,9,1816.32,5
2018,10,1516.2,8
2018,1,1532.3600000000001,8
2018,2,2005.1000000000001,2
2018,3,1380.24,10
2018,4,1818.8000000000002,3
2018,5,1595.6999999999998,6
2018,6,2072.76,1
2018,7,1675.1599999999999,5
2018,8,1438.66,9
2018,9,1807.54,4
2018,10,1536.4,7
2018,1,2031.56,1
2018,2,1579.1799999999998,8
2018,3,1822.2600000000002,4
2018,4,1329.42,9
2018,5,1907.96,2
2018,6,1838.5,3
2018,7,1744.52,6
2018,8,1624.54,7
2018,9,1328.8,10
2018,10,1790.2399999999998,5
2018,1,1833.6,3
2018,2,1550.12,9
2018,3,1815.2600000000002,4
2018,4,1591.6400000000003,8
2018,5,1374.4799999999998,10
2018,6,1608.66,7
2018,7,1651.7199999999998,6
2018,8,1706.62,5
2018,9,1903.4,1
2018,10,1883.2200000000003,2
2018,1,1809.82,3
2018,2,1877.12,2
2018,3,1282.8200000000002,10
2018,4,1805.02,4
2018,5,1544.5800000000002,9
2018,6,1647.7199999999998,7
2018,7,1741.92,5
2018,8,1720.9,6
2018,9,1642.08,8
2018,10,1985.1,1
2018,1,1923.62,2
2018,2,1862.58,3
2018,3,1976.5200000000002,1
2018,4,1649.6,8
2018,5,1698.46,6
2018,6,1421.1999999999998,9
2018,7,1837.5200000000002,4
2018,8,1384.88,10
2018,9,1709.74,5
2018,10,1665.1599999999999,7
2018,1,1539.9,9
2018,2,1785.8600000000001,5
2018,3,1424.22,10
2018,4,2011.9,1
2018,5,1882.3,3
2018,6,1793.68,4
2018,7,1543.02,8
2018,8,1931.3799999999999,2
2018,9,1700.2599999999998,7
2018,10,1713.9199999999998,6
2018,1,1671.4999999999998,8
2018,2,1782.2,5
2018,3,1653.16,9
2018,4,1815.28,2
2018,5,1776.4,6
2018,6,1791.12,4
2018,7,1809.96,3
2018,8,1579.48,10
2018,9,1737.5,7
2018,10,1910.4800000000002,1
2018,1,1535.44,10
2018,2,1670.92,8
2018,3,1749.72,4
2018,4,1576.3200000000002,9
2018,5,1740.9,5
2018,6,1686.58,7
2018,7,1910.92,2
2018,8,1836.9,3
2018,9,1690.62,6
2018,10,2009.1999999999998,1
2018,1,1684.26,7
2018,2,1897.0199999999998,3
2018,3,1976.5,1
2018,4,1707.22,5
2018,5,1685.8400000000001,6
2018,6,1602.8,9
2018,7,1415.1200000000001,10
2018,8,1956.6399999999999,2
2018,9,1604.0800000000002,8
2018,10,1889.8799999999999,4
2018,1,1517.32,8
2018,2,1972.92,2
2018,3,1417.34,10
2018,4,1841.6000000000001,4
2018,5,1704.6599999999999,5
2018,6,1620.98,7
2018,7,1922.04,3
2018,8,1472.1,9
2018,9,2084.3199999999997,1
2018,10,1696.2200000000003,6
2018,1,1637.58,6
2018,2,1653.52,4
2018,3,1459.24,10
2018,4,2223.58,1
2018,5,2176.56,2
2018,6,1651.2200000000003,5
2018,7,1624.48,7
2018,8,1526.16,8
2018,9,1503.6399999999999,9
2018,10,1819.68,3
2018,1,1495.0199999999998,10
2018,2,2098.96,1
2018,3,1676.06,7
2018,4,1621.56,9
2018,5,1665.4,8
2018,6,1712.3999999999999,4
2018,7,1687.6200000000001,5
2018,8,2069.2,2
2018,9,1685.1200000000001,6
2018,10,1804.88,3
2018,1,1839.2600000000002,4
2018,2,2085.76,1
2018,3,1515.48,9
2018,4,1613.0400000000002,7
2018,5,1399.3999999999999,10
2018,6,1915.62,2
2018,7,1867.5200000000002,3
2018,8,1689.26,5
2018,9,1579.2800000000002,8
2018,10,1641.2999999999997,6
2018,1,1740.98,5
2018,2,1508.42,10
2018,3,1883.4,3
2018,4,1670.34,7
2018,5,1596.28,9
2018,6,1714.6,6
2018,7,1659.8600000000001,8
2018,8,1962.08,1
2018,9,1949.72,2
2018,10,1764.02,4
2018,1,1981.3600000000001,1
2018,2,1397.0600000000002,10
2018,3,1870.2599999999998,3
2018,4,1698.2199999999998,7
2018,5,1865.6,4
2018,6,1933.8799999999999,2
2018,7,1834.12,5
2018,8,1705.1200000000003,6
2018,9,1623.56,9
2018,10,1640.76,8
2018,1,1674.7199999999998,9
2018,2,1691.4,8
2018,3,1721.98,7
2018,4,1572.6200000000001,10
2018,5,1939.88,1
2018,6,1759.18,5
2018,7,1890.6399999999999,2
2018,8,1832.9599999999998,4
2018,9,1747.1,6
2018,10,1859.08,3
2018,1,1721.44,5
2018,2,1906.4599999999998,2
2018,3,1328.38,10
2018,4,1666.88,7
2018,5,1522.8000000000002,9
2018,6,1779.96,3
2018,7,1679.8999999999999,6
2018,8,1570.3400000000001,8
2018,9,1726.56,4
2018,10,2111.1,1
2018,1,1892.08,2
2018,2,1696.88,7
2018,3,1765.92,6
2018,4,1861.88,3
2018,5,1963.16,1
2018,6,1556.38,9
2018,7,1652.52,8
2018,8,1370.3399999999997,10
2018,9,1780.9999999999998,5
2018,10,1796.7999999999997,4
2018,1,1542.08,8
2018,2,1784.2799999999997,4
2018,3,1768.7,5
2018,4,1789.4999999999998,3
2018,5,1702.98,7
2018,6,2071.5600000000004,1
2018,7,1479.46,10
2018,8,2007.3600000000001,2
2018,9,1511.3,9
2018,10,1715.46,6
2018,1,1314.5,10
2018,2,2181.5600000000004,1
2018,3,1684.7599999999998,6
2018,4,1715.6999999999998,4
2018,5,1754.68,3
2018,6,1571.6999999999998,8
2018,7,1395.42,9
2018,8,1705.3200000000002,5
2018,9,2148.46,2
2018,10,1606.3999999999999,7
2018,1,2044.2199999999998,2
2018,2,1630.1799999999998,7
2018,3,1066.8400000000001,10
2018,4,1497.32,9
2018,5,1941.52,4
2018,6,1722.58,6
2018,7,1986.36,3
2018,8,1835.68,5
2018,9,2048.02,1
2018,10,1498.82,8
2018,1,1986.6799999999998,1
2018,2,1949.5,2
2018,3,1612.04,8
2018,4,1818.52,4
2018,5,1593.96,9
2018,6,1536.8000000000004,10
2018,7,1730.02,5
2018,8,1629.12,7
2018,9,1646.72,6
2018,10,1854.4999999999998,3
2018,1,1618.42,6
2018,2,1631.48,5
2018,3,1878.0,2
2018,4,1853.3,3
2018,5,1890.92,1
2018,6,1544.18,9
2018,7,1537.96,10
2018,8,1762.4,4
2018,9,1581.2200000000003,7
2018,10,1557.38,8
2018,1,2216.12,1
2018,2,1652.36,7
2018,3,1715.3,4
2018,4,1439.56,9
2018,5,1383.9600000000003,10
2018,6,1635.7000000000003,8
2018,7,1668.94,5
2018,8,2085.3,2
2018,9,1915.1200000000001,3
2018,10,1657.02,6
2018,1,1998.5600000000002,1
2018,2,1578.4199999999998,8
2018,3,1885.6799999999998,3
2018,4,1599.8600000000001,7
2018,5,1755.8600000000001,5
2018,6,1835.2800000000002,4
2018,7,1564.2200000000003,9
2018,8,1654.2799999999997,6
2018,9,1937.28,2
2018,10,1556.54,10
2018,1,1733.3,6
2018,2,1575.5,9
2018,3,1721.8800000000003,7
2018,4,1593.08,8
2018,5,1858.58,3
2018,6,1899.8400000000001,2
2018,7,2009.48,1
2018,8,1767.12,4
2018,9,1737.04,5
2018,10,1498.2199999999998,10
2018,1,1319.7600000000002,10
2018,2,2057.06,1
2018,3,1901.8200000000002,3
2018,4,1778.22,4
2018,5,1974.8000000000002,2
2018,6,1497.8199999999997,9
2018,7,1704.4399999999998,6
2018,8,1600.7800000000002,7
2018,9,1587.4399999999998,8
2018,10,1771.54,5
2018,1,1873.58,2
2018,2,1850.9599999999998,3
2018,3,1902.44,1
2018,4,1666.16,6
2018,5,1660.2800000000002,8
2018,6,1719.12,5
2018,7,1478.34,9
2018,8,1663.3600000000001,7
2018,9,1426.26,10
2018,10,1846.52,4
2018,1,2321.36,1
2018,2,1677.96,5
2018,3,1888.52,3
2018,4,1633.58,7
2018,5,1740.74,4
2018,6,2008.3000000000002,2
2018,7,1499.82,9
2018,8,1667.4199999999998,6
2018,9,1449.1799999999998,10
2018,10,1541.4599999999998,8
2018,1,1889.9799999999998,1
2018,2,1739.02,6
2018,3,1768.5,4
2018,4,1830.6000000000001,2
2018,5,1621.86,9
2018,6,1720.12,8
2018,7,1788.52,3
2018,8,1753.62,5
2018,9,1540.76,10
2018,10,1731.82,7
2018,1,1773.5200000000002,4
2018,2,1921.6,2
2018,3,1622.1200000000001,6
2018,4,1720.1200000000001,5
2018,5,2167.96,1
2018,6,1467.48,10
2018,7,1516.0,9
2018,8,1536.6,8
2018,9,1581.62,7
2018,10,1862.88,3
2018,1,1421.58,10
2018,2,1854.52,4
2018,3,1935.32,3
2018,4,1598.56,9
2018,5,2024.56,2
2018,6,1680.22,7
2018,7,2037.96,1
2018,8,1681.2,6
2018,9,1695.92,5
2018,10,1653.6000000000001,8
2018,1,1825.06,4
2018,2,1639.7400000000002,8
2018,3,1533.48,9
2018,4,1419.4199999999998,10
2018,5,1760.3199999999997,5
2018,6,1896.7000000000003,2
2018,7,1900.46,1
2018,8,1667.1399999999999,6
2018,9,1647.6799999999998,7
2018,10,1871.3,3
2018,1,1553.6399999999999,9
2018,2,1543.3,10
2018,3,1777.1799999999998,4
2018,4,1569.4,8
2018,5,1761.9399999999998,5
2018,6,1882.82,1
2018,7,1574.3200000000002,7
2018,8,1837.08,2
2018,9,1785.04,3
2018,10,1685.02,6
2018,1,1698.7600000000002,9
2018,2,1840.3799999999999,2
2018,3,1723.0,8
2018,4,1539.7,10
2018,5,2025.9999999999998,1
2018,6,1794.5200000000002,5
2018,7,1729.52,7
2018,8,1821.7800000000002,3
2018,9,1797.64,4
2018,10,1791.3000000000002,6
