season,seat,points,place
2026,3,1702.6509765663845,6
2026,4,1782.9373607857874,5
2026,5,1938.7565654724472,1
2026,6,1674.7934958615162,7
2026,7,1816.2751748694354,3
2026,8,1933.3112692691568,2
2026,9,1634.8250410180788,8
2026,10,1517.1401048872876,9
2026,1,1692.7385807628407,7
2026,2,1703.6568739777354,6
2026,3,1719.1901616756686,4
2026,4,1794.3742727463573,3
2026,5,1676.7091140534792,9
2026,6,1844.9603539698383,1
2026,7,1687.5573183429817,8
2026,8,1601.266476749743,10
2026,9,1715.2930872939928,5
2026,10,1825.2336878540773,2
2026,1,1570.7846999645847,10
2026,2,1978.3815636208774,2
2026,3,2056.9034876745955,1
2026,4,1759.4784375534148,6
2026,5,1908.3078039495485,4
2026,6,1689.5471746805447,7
2026,7,1594.735025263832,9
2026,8,1685.8870011972385,8
2026,9,1813.8929717852727,5
2026,10,1975.3213919146724,3
2026,1,1751.3149376249276,5
2026,2,1558.65167140605,9
2026,3,1680.8502218093595,7
2026,4,2077.8807739285508,2
2026,5,1696.8201186129263,6
2026,6,1609.3031263075488,8
2026,7,1759.3908749775449,4
2026,8,1536.4614873036467,10
2026,9,2237.6385077398336,1
2026,10,1773.0600524086096,3
2026,1,1939.8569861006865,3
2026,2,2105.7890559458974,1
2026,3,1681.996141835622,6
2026,4,1643.0280670820468,8
2026,5,1743.3288637350347,5
2026,6,1671.3377476656026,7
2026,7,1747.878399325186,4
2026,8,1535.7890524154009,10
2026,9,1943.7604665638019,2
2026,10,1558.4637356651276,9
2026,1,1737.4365798853241,7
2026,2,1870.393176052449,2
2026,3,1679.752491913941,8
2026,4,1843.2072275590388,4
2026,5,1860.7101028605637,3
2026,6,1740.5873549911785,6
2026,7,1781.9531087377788,5
2026,8,1606.4402849926084,10
2026,9,1626.0614000388161,9
2026,10,2103.323581411404,1
2026,1,1828.2309344735786,5
2026,2,1908.2723570242078,2
2026,3,2055.261698970371,1
2026,4,1811.0235738721299,6
2026,5,1696.7992497531632,9
2026,6,1693.9274647534762,10
2026,7,1828.940247414213,4
2026,8,1703.216768468115,8
2026,9,1870.8473039607622,3
2026,10,1760.6715003754373,7
2026,1,1790.2113229453082,7
2026,2,1756.709502994348,8
2026,3,1823.8201797061397,5
2026,4,2050.2947452693656,1
2026,5,1618.1748510605673,10
2026,6,1627.731380032284,9
2026,7,1852.3970155888142,4
2026,8,1893.0821027983764,3
2026,9,1811.538050315186,6
2026,10,2001.9028100118246,2
2026,1,1599.173613629704,8
2026,2,1559.486478909819,10
2026,3,1738.9831450829738,7
2026,4,1833.0932589748772,1
2026,5,1774.693326639251,5
2026,6,1807.21692167627,4
2026,7,1572.734756008643,9
2026,8,1823.6736617700817,3
2026,9,1829.2917987492774,2
2026,10,1750.1988856673886,6
2026,1,1884.3792799835855,3
2026,2,1530.1562043930453,10
2026,3,1885.5786319021254,2
2026,4,1638.0070641444033,5
2026,5,1563.901021117709,9
2026,6,1845.2431805518534,4
2026,7,1587.2702944227917,7
2026,8,1565.070852014712,8
2026,9,1624.4846562186349,6
2026,10,1982.1511278501425,1
2026,1,1936.6921947446608,3
2026,2,1743.222494619079,6
2026,3,1874.028137564868,4
2026,4,1843.474884706876,5
2026,5,2108.8701050251752,2
2026,6,1657.6991744020738,9
2026,7,1608.1076468578394,10
2026,8,1722.8228972124762,7
2026,9,2136.8396875643575,1
2026,10,1689.8718630205394,8
2026,1,1804.7662116743263,6
2026,2,1862.704542494844,4
2026,3,1862.7697891746302,3
2026,4,1678.762407748872,10
2026,5,1828.8795517325561,5
2026,6,2005.324117552069,2
2026,7,1788.8909196290085,7
2026,8,1726.7933549167947,8
2026,9,2021.4498053216446,1
2026,10,1687.629564756078,9
2026,1,1718.8259322459885,7
2026,2,1863.1571696816377,3
2026,3,1775.849536213807,5
2026,4,1602.1226344215438,9
2026,5,1928.2427716463135,2
2026,6,1690.3959413392613,8
2026,7,1791.8518395744265,4
2026,8,1775.272296372205,6
2026,9,1478.5664152342908,10
2026,10,1972.3637341238523,1
2026,1,1840.5947617712277,4
2026,2,1785.6672892384229,5
2026,3,1512.9121661486492,8
2026,4,1533.317727136165,7
2026,5,1878.5791856926903,2
2026,6,1471.300843519488,9
2026,7,1349.4429779841753,10
2026,8,2036.6114021170472,1
2026,9,1750.9841943411095,6
2026,10,1843.0316812193646,3
2026,1,1877.8020849472787,3
2026,2,1342.8969019811902,10
2026,3,1875.446320023476,4
2026,4,1821.88976618308,6
2026,5,1897.964602142867,1
2026,6,1533.2726785974687,9
2026,7,1847.0480615617826,5
2026,8,1893.8551150746046,2
2026,9,1608.4679595119487,8
2026,10,1640.1438336192878,7
2026,1,1629.0278589325462,8
2026,2,1914.808399891299,3
2026,3,2041.3100563061212,2
2026,4,1560.4730028297574,9
2026,5,1420.2929960754918,10
2026,6,1642.2943112650582,7
2026,7,1848.8081272481045,4
2026,8,1802.1185012096398,5
2026,9,1714.7607367391297,6
2026,10,2044.0287222773468,1
2026,1,1684.8951473374723,7
2026,2,1563.8492991785542,10
2026,3,1859.3668921331664,3
2026,4,1757.5589033695321,6
2026,5,1659.140197047148,8
2026,6,1649.056034472566,9
2026,7,1774.6049340593293,5
2026,8,2011.8270607541435,1
2026,9,1847.2409854748603,4
2026,10,1881.4190549656446,2
2026,1,1668.6371496230495,6
2026,2,1377.2735559238308,10
2026,3,1653.0830395748073,7
2026,4,1493.4569172666738,9
2026,5,1710.6193197272685,4
2026,6,1539.3313754720969,8
2026,7,1680.3246144848733,5
2026,8,1937.397162126897,1
2026,9,1830.2204262071614,3
2026,10,1842.9484056743613,2
2026,1,1928.569235122895,2
2026,2,1558.1840700571406,10
2026,3,2026.365351848227,1
2026,4,1692.450717560448,6
2026,5,1724.1579779362874,4
2026,6,1720.7980280009376,5
2026,7,1768.103748274223,3
2026,8,1664.2361120110104,8
2026,9,1648.4335342901563,9
2026,10,1686.0930081819365,7
2026,1,1594.0639646488255,8
2026,2,1801.220806812341,5
2026,3,1845.8029193357725,3
2026,4,2129.2721119589414,1
2026,5,1919.3877619592772,2
2026,6,1666.9152645909098,6
2026,7,1840.756280801319,4
2026,8,1504.960736710137,10
2026,9,1621.9362479511233,7
2026,10,1592.3325014662867,9
2026,1,1684.387182853696,10
2026,2,1883.6186093030828,5
2026,3,1892.2797092563908,4
2026,4,2014.4202692371698,2
2026,5,1749.3402475097712,7
2026,6,1730.8436551643026,8
2026,7,1975.0153606375716,3
2026,8,2073.2474946725415,1
2026,9,1723.493890600859,9
2026,10,1872.2606086807064,6
2026,1,1765.7644200757616,7
2026,2,1479.4618122889865,9
2026,3,1446.803632573928,10
2026,4,1927.7081503305349,2
2026,5,1708.1189114494186,8
2026,6,1933.0920091915923,1
2026,7,1829.9331093997603,4
2026,8,1818.8641387341045,5
2026,9,1908.0112130371983,3
2026,10,1800.2739227045952,6
2026,1,1741.4265881198926,7
2026,2,1712.5168600180427,8
2026,3,2029.611472574324,1
2026,4,1681.2575941701102,9
2026,5,1955.997133823446,2
2026,6,1564.9333980196766,10
2026,7,1817.90398601091,4
2026,8,1945.1217905649835,3
2026,9,1768.5837358773194,6
2026,10,1791.34853975333,5
2026,1,1429.1210323842513,8
2026,2,1898.1955844763338,2
2026,3,1938.5999950304533,1
2026,4,1467.5045475082234,7
2026,5,1712.4017681234004,3
2026,6,1393.561721532087,9
2026,7,1634.349913982312,5
2026,8,1708.5078214452135,4
2026,9,1597.604763425276,6
2026,10,1388.3878648018904,10
2026,1,1891.3789568447405,5
2026,2,1879.2491936097424,6
2026,3,1453.518371255124,10
2026,4,1808.518818507548,7
2026,5,1724.7720219169648,8
2026,6,1964.2339134029244,4
2026,7,2147.3869855633043,1
2026,8,1986.2084754708058,3
2026,9,2109.4547854755983,2
2026,10,1696.1634730341364,9
2026,1,1844.9313865918195,2
2026,2,1754.5866631017084,3
2026,3,1642.1627457787288,5
2026,4,1634.2553905660932,7
2026,5,1474.5857174556095,9
2026,6,1604.7309506849147,8
2026,7,1634.9649988707868,6
2026,8,1472.830418466484,10
2026,9,1875.9652485491351,1
2026,10,1680.3306318545,4
2026,1,1930.6092149182437,3
2026,2,1863.1919195357582,5
2026,3,1689.7611452841102,7
2026,4,1662.3650639116636,8
2026,5,1632.9908922143863,9
2026,6,1966.3205797094893,2
2026,7,1876.5046558930064,4
2026,8,1744.3742864803346,6
2026,9,1990.2089603762226,1
2026,10,1561.8399328896,10
2026,1,1511.936601548993,8
2026,2,1414.2890899479476,10
2026,3,1910.822714085878,2
2026,4,1501.7103410395139,9
2026,5,1793.031953654098,4
2026,6,1675.378843460363,6
2026,7,1805.6242235215586,3
2026,8,1631.2631352703092,7
2026,9,1968.4924545055562,1
2026,10,1770.194261669595,5
2026,1,1939.664605687677,5
2026,2,1940.2391135500307,4
2026,3,1808.5677496876197,7
2026,4,1563.4528737120077,10
2026,5,1967.8572644936648,2
2026,6,1953.5711056625723,3
2026,7,2008.7708349950367,1
2026,8,1581.6836433545611,9
2026,9,1776.8458854650169,8
2026,10,1889.68207368848,6
2026,1,1981.8741781598403,2
2026,2,1615.5103733317915,8
2026,3,1734.8586616985824,5
2026,4,2237.2213927912767,1
2026,5,1638.2720376614457,7
2026,6,1873.8552769495911,3
2026,7,1598.3822518315822,9
2026,8,1757.899288954386,4
2026,9,1693.5846134098429,6
2026,10,1578.786680219093,10
2026,1,1668.9570006955253,6
2026,2,1760.2293731714299,4
2026,3,1901.0698513752618,2
2026,4,1943.3651625305308,1
2026,5,1814.269490065626,3
2026,6,1577.6131753592363,9
2026,7,1419.4147398793627,10
2026,8,1627.7085399163468,7
2026,9,1689.7190611299725,5
2026,10,1608.0461600978779,8
2026,1,1936.4235721792074,2
2026,2,1646.9338546855297,7
2026,3,1492.7458943920926,10
2026,4,1632.6070685244945,8
2026,5,1949.777692911572,1
2026,6,1733.6862132817464,6
2026,7,1778.8425958211174,5
2026,8,1842.3187910715958,4
2026,9,1522.8936458714556,9
2026,10,1851.792382789403,3
2026,1,1905.3396543816107,3
2026,2,1878.8108157046365,4
2026,3,1688.3092531178354,8
2026,4,2018.4184185548465,2
2026,5,2051.802469744702,1
2026,6,1534.0592169230497,10
2026,7,1776.302287172467,7
2026,8,1845.5219381315715,6
2026,9,1542.9023848996678,9
2026,10,1847.4814514212446,5
2026,1,1839.4821411268647,4
2026,2,1861.2504376720563,3
2026,3,1743.2371099256288,6
2026,4,1899.3482413449365,1
2026,5,1720.9587467933475,7
2026,6,1882.3886067922222,2
2026,7,1763.618141830344,5
2026,8,1636.0439797632125,10
2026,9,1641.0441709444008,8
2026,10,1638.3946695731304,9
2026,1,1832.180719436039,2
2026,2,1639.81632218777,7
2026,3,1710.8585181834978,6
2026,4,1504.58283252623,8
2026,5,1465.9112190643657,10
2026,6,1490.7479106620217,9
2026,7,1916.5580768503432,1
2026,8,1773.9679343518,5
2026,9,1815.8214508737212,3
2026,10,1812.3738963670203,4
2026,1,1594.0767431139848,8
2026,2,1621.0149785485144,7
2026,3,1518.8228432864034,10
2026,4,1642.186336673488,6
2026,5,1743.511390360755,3
2026,6,1743.0066396917034,4
2026,7,1801.6303410419978,2
2026,8,1725.9124799436918,5
2026,9,1955.3743959383814,1
2026,10,1557.2600001916585,9
2026,1,1594.059629530368,9
2026,2,1916.706885525955,1
2026,3,1696.7311319344387,5
2026,4,1719.050743123614,4
2026,5,1684.820808278917,6
2026,6,1535.8867813175934,10
2026,7,1791.3536625678248,2
2026,8,1661.6831063686432,7
2026,9,1730.3872297525613,3
2026,10,1603.442785359601,8
2026,1,1957.991952857828,4
2026,2,1993.6766163278403,1
2026,3,1618.8090086155626,9
2026,4,1272.458964005043,10
2026,5,1801.3906246429224,7
2026,6,1662.4289832249183,8
2026,7,1813.0011485971231,5
2026,8,1963.73080012015,2
2026,9,1961.4384726286557,3
2026,10,1810.9528241114367,6
2026,1,1848.785067037184,3
2026,2,1815.472760058371,5
2026,3,1792.7481293429842,6
2026,4,1667.9168002426354,9
2026,5,1763.1920159156325,7
2026,6,1930.572303346954,1
2026,7,1820.7609490813375,4
2026,8,1713.6006142907845,8
2026,9,1554.4608894496482,10
2026,10,1902.0592215847855,2
2026,1,1788.448658671631,2
2026,2,1550.579356164279,7
2026,3,1631.385965322679,6
2026,4,1462.1007295730367,10
2026,5,1463.7503518799044,9
2026,6,1673.6926838405661,3
2026,7,1653.4363031762155,5
2026,8,1811.6477262388107,1
2026,9,1545.6926736549988,8
2026,10,1664.8632466511503,4
2026,1,1674.4136248716743,8
2026,2,1887.9582566083507,2
2026,3,1826.2995351488453,6
2026,4,1879.4564052330866,3
2026,5,1563.052644263102,10
2026,6,2020.6846006531737,1
2026,7,1705.2829510279435,7
2026,8,1617.3579402377948,9
2026,9,1870.1890383558443,4
2026,10,1853.7807331199103,5
2026,1,1672.9882506704148,7
2026,2,1761.6250329376678,3
2026,3,1642.1010291725909,8
2026,4,1674.0615997723155,6
2026,5,1716.4901797023135,4
2026,6,1988.5635561506488,1
2026,7,1567.4684803947785,9
2026,8,1474.2759812595866,10
2026,9,1952.4474752554752,2
2026,10,1705.973501976991,5
2026,1,1813.9817849476003,3
2026,2,1616.2104957768747,8
2026,3,1904.8441502111737,2
2026,4,1767.5550613108207,7
2026,5,1930.004039784593,1
2026,6,1786.347676652881,5
2026,7,1606.9565533120558,9
2026,8,1775.4339129483992,6
2026,9,1802.6449739251916,4
2026,10,1542.7371578020861,10
2026,1,1708.552791116323,3
2026,2,1528.1438294908153,9
2026,3,1702.3814863581806,4
2026,4,1399.7370943522901,10
2026,5,1713.9060509436001,2
2026,6,1560.7109577617193,8
2026,7,1601.7536530787359,6
2026,8,1891.5238146487611,1
2026,9,1599.1647433937587,7
2026,10,1604.0477959737427,5
2026,1,2059.9720619020027,1
2026,2,1675.4770687559478,5
2026,3,1729.186253545732,4
2026,4,1654.052254763183,6
2026,5,1514.6066947407232,9
2026,6,1447.5470637877147,10
2026,7,1967.40591485045,2
2026,8,1872.5694908142991,3
2026,9,1549.403905334198,7
2026,10,1527.3138685949398,8
2026,1,1848.2444072550973,2
2026,2,1799.2553120242615,4
2026,3,1464.9454415186433,10
2026,4,1606.7643947386978,7
2026,5,1571.9597279200896,8
2026,6,1844.3722892240457,3
2026,7,1496.0406346969573,9
2026,8,1641.455163943739,6
2026,9,2006.9427328630336,1
2026,10,1790.3542221078042,5
2026,1,1867.3172701382773,6
2026,2,1881.9078005408428,4
2026,3,1878.0717518124272,5
2026,4,1954.191361432937,3
2026,5,2054.523551322043,2
2026,6,1668.5259216262127,9
2026,7,1762.1422610086838,7
2026,8,1623.095956412464,10
2026,9,2157.408394133736,1
2026,10,1712.7838798531168,8
2026,1,1750.6649395771747,4
2026,2,1685.6807973055109,6
2026,3,1408.0648100269057,10
2026,4,1730.1510312653518,5
2026,5,1605.2955095060265,8
2026,6,1827.2098283652133,2
2026,7,1793.2726554973983,3
2026,8,1507.5758551556323,9
2026,9,1924.7508356821122,1
2026,10,1643.2287061898037,7
2026,1,1817.290530274883,3
2026,2,1756.8069595086,5
2026,3,1416.0949976826275,10
2026,4,1550.9871312123637,9
2026,5,1910.0748275388369,2
2026,6,1620.0949029795984,8
2026,7,1750.0717423449323,6
2026,8,1951.9768479168001,1
2026,9,1703.1444075253874,7
2026,10,1771.7136849249005,4
2026,1,1769.2513807365851,4
2026,2,1809.8854688710064,3
2026,3,1852.085137055881,2
2026,4,1576.9109685783183,9
2026,5,1738.5061904859476,5
2026,6,1438.2359457804532,10
2026,7,1922.1772451535776,1
2026,8,1712.843275863776,6
2026,9,1654.76135943418,8
2026,10,1664.086671668219,7
2026,1,1480.7668041014515,10
2026,2,1559.0907778040396,9
2026,3,1736.4294969296652,5
2026,4,1693.0777275305177,7
2026,5,2136.9577840353086,1
2026,6,1650.6645952658023,8
2026,7,2133.530072854167,2
2026,8,2075.5702830244077,3
2026,9,1768.5226457971617,4
2026,10,1711.665345415644,6
2026,1,1845.61516437339,4
2026,2,1584.830413360958,9
2026,3,2002.1356203757596,2
2026,4,1735.0691985273204,6
2026,5,1913.4557456843881,3
2026,6,1641.70255387112,8
2026,7,2013.4108679774574,1
2026,8,1676.1293902887865,7
2026,9,1509.920403536122,10
2026,10,1764.3695397010404,5
2026,1,1860.4640461586832,5
2026,2,1877.7455783243138,4
2026,3,1435.8727005701653,10
2026,4,1984.9416227560064,1
2026,5,1949.6001932565982,2
2026,6,1478.1725019078153,9
2026,7,1860.4066033757717,6
2026,8,1882.9044850186174,3
2026,9,1632.835830973263,8
2026,10,1683.9238689989988,7
2026,1,1713.7580740518038,6
2026,2,2009.2124969824436,1
2026,3,1629.963838505807,8
2026,4,1741.0187844942543,4
2026,5,1721.149622221695,5
2026,6,1765.6074226923256,3
2026,7,1616.9740136683483,9
2026,8,1687.2058287269665,7
2026,9,1506.389138305071,10
2026,10,1847.3493678013401,2
2026,1,1607.6509368855625,9
2026,2,1759.217287290319,5
2026,3,1668.7867474517016,7
2026,4,1823.9786376424445,3
2026,5,1944.3959548321427,1
2026,6,1879.3618934742558,2
2026,7,1728.1724646333944,6
2026,8,1809.9838354323992,4
2026,9,1661.0983987994707,8
2026,10,1425.0883340588882,10
2026,1,1953.9683148429192,2
2026,2,1584.6204839511447,9
2026,3,1641.0762554385894,7
2026,4,1698.0616575465215,6
2026,5,1718.9943539550409,5
2026,6,1859.369302503164,4
2026,7,1941.0516447681798,3
2026,8,1962.846483097936,1
2026,9,1627.3140609905213,8
2026,10,1576.4442020016218,10
2026,1,1661.9070999107003,10
2026,2,1743.9291849464078,4
2026,3,1736.064384690835,6
2026,4,1767.0456441491704,2
2026,5,1663.2265302121336,9
2026,6,1735.0412309488986,7
2026,7,1744.9010551156468,3
2026,8,1741.5998001066594,5
2026,9,1886.010029516643,1
2026,10,1665.2443549478658,8
2026,1,1706.1673505933434,6
2026,2,1895.5477065359137,2
2026,3,1747.9348012847536,5
2026,4,1609.5310728858021,7
2026,5,1774.21703281063,3
2026,6,1601.3730671003477,8
2026,7,1577.2573160701795,9
2026,8,2024.8264053480307,1
2026,9,1772.2671989903856,4
2026,10,1515.5451380963755,10
2026,1,1621.5974605126103,7
2026,2,1671.2594589666958,6
2026,3,1848.2749697040094,3
2026,4,1951.5685802819748,1
2026,5,1832.6927547546072,4
2026,6,1830.0312456578827,5
2026,7,1913.757050740937,2
2026,8,1424.6495286884383,10
2026,9,1517.4108570217873,9
2026,10,1613.5010997259342,8
2026,1,1537.9991414956585,8
2026,2,1963.7663985245504,2
2026,3,1687.538202607304,6
2026,4,1820.555064292253,4
2026,5,1634.4954269516388,7
2026,6,1975.225027935675,1
2026,7,1952.1936053453762,3
2026,8,1763.6217096865323,5
2026,9,1478.343963530916,10
2026,10,1507.4101876106777,9
2026,1,1847.785448836206,4
2026,2,1734.1895282549813,6
2026,3,1614.2215440462828,9
2026,4,1626.8245944479954,8
2026,5,1880.536392228285,2
2026,6,1750.2491224396351,5
2026,7,2001.8720376662857,1
2026,8,1879.5494744947032,3
2026,9,1659.3491471191444,7
2026,10,1476.8991959818547,10
2026,1,2000.5026407222667,2
2026,2,1630.0077453791478,5
2026,3,1601.3537444789022,6
2026,4,1778.7294384677366,4
2026,5,1595.9420730833594,7
2026,6,1504.2026010546626,8
2026,7,1496.2868837516965,9
2026,8,1782.9330026290293,3
2026,9,1444.5059315842273,10
2026,10,2063.364321576397,1
2026,1,1705.3818282244383,6
2026,2,1741.273971225187,5
2026,3,1614.125534846994,9
2026,4,1754.8325509347674,4
2026,5,1776.0149311778503,2
2026,6,1696.7380084207816,8
2026,7,1702.3723307764149,7
2026,8,1756.1915346438382,3
2026,9,1788.3871962630942,1
2026,10,1425.84071312851,10
2026,1,1678.89358371483,9
2026,2,1761.6444105150717,2
2026,3,1474.677185143358,10
2026,4,1718.1467607521138,5
2026,5,1698.383777206608,6
2026,6,1691.2540402585485,8
2026,7,1721.2688825584758,4
2026,8,1694.3816875398109,7
2026,9,1736.3511355637143,3
2026,10,1791.1933333914521,1
2026,1,1988.5580928122322,2
2026,2,1830.0329114458905,4
2026,3,1483.9791664914094,8
2026,4,1848.4554888337668,3
2026,5,1603.6960266766087,5
2026,6,1296.1738229220878,10
2026,7,1483.293907812365,9
2026,8,1503.6127626608081,7
2026,9,1995.112514645246,1
2026,10,1513.7453512964607,6
2026,1,1802.8406630778763,3
2026,2,1607.584102909823,8
2026,3,1483.760166813953,10
2026,4,1802.9821291314051,2
2026,5,1656.2242569377818,6
2026,6,1847.9373891518462,1
2026,7,1695.7234832769477,5
2026,8,1627.7950304591407,7
2026,9,1606.6610952884596,9
2026,10,1702.0372171684803,4
2026,1,1831.2080192077908,4
2026,2,1665.8655311032635,7
2026,3,1890.3998154310577,3
2026,4,1695.0692214278765,6
2026,5,1438.4269575871572,8
2026,6,1772.1186846123728,5
2026,7,1998.1983062338609,2
2026,8,2027.0362749120416,1
2026,9,1275.2878894114697,10
2026,10,1382.1112203070672,9
2026,1,1921.2356217740867,4
2026,2,1990.450427241372,1
2026,3,1939.154374170761,3
2026,4,1940.1141937754019,2
2026,5,1672.8434805171214,7
2026,6,1854.3210142317334,5
2026,7,1625.5639008856838,8
2026,8,1589.198224369036,9
2026,9,1690.8390093556945,6
2026,10,1537.5520662843326,10
2026,1,1736.4015477563378,6
2026,2,1861.3640148190188,4
2026,3,2056.763544657799,1
2026,4,1686.8492454198247,7
2026,5,1905.5151313149872,2
2026,6,1474.0087187966244,10
2026,7,1904.1377238092748,3
2026,8,1621.895645412299,8
2026,9,1773.4952080805638,5
2026,10,1615.3148546422572,9
2026,1,1662.5163675388833,7
2026,2,1845.2000591239243,4
2026,3,1844.7800327158054,5
2026,4,1982.7313029353568,1
2026,5,1583.6179430447432,9
2026,6,1862.8318395585939,3
2026,7,1876.147460096769,2
2026,8,1606.512439001516,8
2026,9,1803.6605223193112,6
2026,10,1537.422769094915,10
2026,1,1942.63388878501,1
2026,2,1649.2075215393274,9
2026,3,1881.0739406300654,2
2026,4,1767.478761913376,6
2026,5,1758.9409466815405,7
2026,6,1482.3840034234292,10
2026,7,1863.9191651584533,3
2026,8,1697.1849134805666,8
2026,9,1860.831892223235,4
2026,10,1785.1723136396247,5
2026,1,1871.1015801451165,1
2026,2,1715.6218374887933,7
2026,3,1774.3080848039515,3
2026,4,1739.6214516115506,5
2026,5,1760.028336272836,4
2026,6,1536.1485661738552,10
2026,7,1806.5578105807026,2
2026,8,1726.785947026519,6
2026,9,1541.4623151306098,9
2026,10,1698.1877665686247,8
2026,1,1667.7703456604638,6
2026,2,1623.5209572424426,7
2026,3,1804.6843598054197,4
2026,4,1761.887965969797,5
2026,5,1959.5358263120183,1
2026,6,1882.3907137071196,2
2026,7,1593.3630543828642,10
2026,8,1596.4076177051222,9
2026,9,1830.7686368242903,3
2026,10,1603.385843078911,8
2026,1,1469.7554183418295,10
2026,2,1688.2877788369492,7
2026,3,1838.8565447702258,4
2026,4,1546.1273940474725,8
2026,5,1886.413007310753,3
2026,6,1706.2878634277022,6
2026,7,1907.5331428782583,2
2026,8,1913.4307821124803,1
2026,9,1477.977990575206,9
2026,10,1760.9688740951883,5
2026,1,1511.253563425404,9
2026,2,1450.4251059357784,10
2026,3,1646.0969932176758,6
2026,4,1852.7948351140935,4
2026,5,1593.3333536613695,7
2026,6,1917.4546644082716,2
2026,7,1581.927559779624,8
2026,8,1787.795998893666,5
2026,9,1912.673032573197,3
2026,10,2030.4401161045093,1
2026,1,1767.1295928579598,5
2026,2,1620.1656791727623,8
2026,3,1564.8624357866056,9
2026,4,1503.1882739226498,10
2026,5,1666.1263160466183,7
2026,6,1832.880708283825,4
2026,7,1848.6367351280521,3
2026,8,2020.9479190973793,1
2026,9,1961.287068543935,2
2026,10,1711.6677322130358,6
2026,1,1949.7243591730503,5
2026,2,1500.6666431229337,10
2026,3,1987.7711475590993,4
2026,4,1779.4207807133541,7
2026,5,2146.830869270748,2
2026,6,1844.7930482888544,6
2026,7,2057.3110328957655,3
2026,8,1708.939610723476,8
2026,9,2170.5453967518756,1
2026,10,1555.4838638699703,9
2026,1,1874.8814196026506,2
2026,2,1858.7068355140564,4
2026,3,1737.5425600542728,7
2026,4,1881.2615977019236,1
2026,5,1759.8432296157584,5
2026,6,1636.5035376955543,8
2026,7,1759.1270787761496,6
2026,8,1445.8826561145738,10
2026,9,1863.4693469997603,3
2026,10,1501.891765737451,9
2026,1,1722.7638660572993,6
2026,2,1727.4158606772883,5
2026,3,1649.601456091132,8
2026,4,1689.204786703474,7
2026,5,1928.4528133576493,2
2026,6,1849.2740233872194,3
2026,7,1938.0201953562282,1
2026,8,1613.5486410219874,10
2026,9,1811.8985677106584,4
2026,10,1621.0669831174691,9
2026,1,1608.8765333656302,8
2026,2,1826.2488539447413,3
2026,3,1684.5744286250913,7
2026,4,1736.746208236363,6
2026,5,1825.2802025327244,5
2026,6,1349.2735247863243,10
2026,7,2190.517682940961,1
2026,8,1826.2046319012798,4
2026,9,1859.2705415815717,2
2026,10,1376.836781238602,9
2026,1,1601.4448731037528,9
2026,2,1862.730800885765,3
2026,3,1733.0924819872757,5
2026,4,1664.2947239524558,7
2026,5,2124.7333741040416,1
2026,6,1958.3479493031778,2
2026,7,1694.8704690897857,6
2026,8,1654.7785159280697,8
2026,9,1833.6021110276852,4
2026,10,1539.377521297285,10
2026,1,1581.0245744082881,10
2026,2,1941.1516514705527,6
2026,3,1602.6600710592352,9
2026,4,2063.9485928767126,1
2026,5,2028.1614081390371,2
2026,6,1802.3692210017243,7
2026,7,1987.5893322821908,3
2026,8,1964.1898177156559,4
2026,9,1956.4590202426161,5
2026,10,1604.4215712679768,8
2026,1,1744.4598503489476,6
2026,2,1919.7153570574842,3
2026,3,1802.6719744795098,4
2026,4,1925.8687696937152,1
2026,5,1702.1178574890446,7
2026,6,1629.6707292263163,9
2026,7,1752.293513915927,5
2026,8,1921.8952253872858,2
2026,9,1673.3742498060396,8
2026,10,1616.7785422641591,10
2026,1,1685.7634292337216,9
2026,2,1983.2545243710351,1
2026,3,1799.1314984469673,7
2026,4,1858.3341947485624,6
2026,5,1556.57282975642,10
2026,6,1913.1247290029862,2
2026,7,1869.956957876961,4
2026,8,1868.1970787084542,5
2026,9,1745.4570422156803,8
2026,10,1910.8669311173096,3
2026,1,1918.2999100173429,2
2026,2,1638.7311259819862,8
2026,3,2032.2632588419178,1
2026,4,1833.9339022661804,4
2026,5,1716.82229546216,6
2026,6,1472.580234298104,9
2026,7,1882.2077454718444,3
2026,8,1324.4916731394196,10
2026,9,1740.3101125700734,5
2026,10,1648.4119748253495,7
2026,1,1432.6144795660923,10
2026,2,1753.9897346561027,6
2026,3,1652.1412764517759,8
2026,4,1928.340733345225,2
2026,5,1481.122189758885,9
2026,6,1719.6272438796773,7
2026,7,1820.7964720115147,4
2026,8,1769.1577270778284,5
2026,9,1869.7304147165473,3
2026,10,1929.1480487129688,1
2026,1,1820.6236163649758,6
2026,2,1846.6106181141186,5
2026,3,1793.777807048194,7
2026,4,1891.6076208945865,3
2026,5,2050.418101870367,1
2026,6,1733.3140153799473,9
2026,7,1883.3199640152823,4
2026,8,1742.693712035542,8
2026,9,1910.8547425509355,2
2026,10,1695.8294882993896,10
2026,1,1489.9271203200797,10
2026,2,1636.1816172926685,7
2026,3,1903.5659991136695,2
2026,4,1926.863983154033,1
2026,5,1576.8698954437396,9
2026,6,1860.1021522822225,3
2026,7,1698.219232321274,5
2026,8,1682.8049446276498,6
2026,9,1819.2007839842595,4
2026,10,1595.865811451692,8
2026,1,1868.8286558275493,4
2026,2,1581.648018544311,9
2026,3,1874.8962906027248,3
2026,4,1810.8119888825752,6
2026,5,1751.3031882723085,7
2026,6,1543.2852001963524,10
2026,7,1824.9274061067676,5
2026,8,2102.2349213540956,1
