season,seat,points,place
2026,4,1624.245922237758,10
2026,5,1832.1636873992522,3
2026,6,1730.3463301957195,9
2026,7,1830.8927277067685,4
2026,8,1791.5713771031624,6
2026,9,2040.783960526609,1
2026,10,1800.9210775753302,5
2026,1,1821.7107012283168,1
2026,2,1736.0496109957683,5
2026,3,1782.5882408606292,3
2026,4,1760.4393476287196,4
2026,5,1571.2406618617745,7
2026,6,1426.8346728962338,10
2026,7,1536.4706218340177,8
2026,8,1786.119667524651,2
2026,9,1589.0092912706373,6
2026,10,1477.456199979003,9
2026,1,1841.642679384907,7
2026,2,1760.4185121659746,8
2026,3,1974.8938590041907,1
2026,4,1959.9599181450096,2
2026,5,1922.7742988248872,3
2026,6,1902.3492898526438,6
2026,7,1908.2365655336016,5
2026,8,1541.2449530843185,9
2026,9,1919.9346056308934,4
2026,10,1458.1775009196956,10
2026,1,1628.4429543855554,9
2026,2,1726.430457437039,6
2026,3,2057.274587503265,1
2026,4,1699.6004350326532,8
2026,5,1802.0502795425227,4
2026,6,1590.8619812718978,10
2026,7,1705.543331300294,7
2026,8,1890.4572612993,2
2026,9,1727.7585205813295,5
2026,10,1803.9661865314047,3
2026,1,1694.3873797495053,8
2026,2,1720.0799257025637,7
2026,3,1741.1842031430133,4
2026,4,1634.8942084178339,10
2026,5,1684.24271823364,9
2026,6,1796.7427311083443,3
2026,7,1724.7313188656049,5
2026,8,1720.7413916743767,6
2026,9,1901.238450662051,2
2026,10,2000.376479601295,1
2026,1,1582.045439535801,8
2026,2,1649.6788118022619,5
2026,3,2005.080142928579,4
2026,4,1550.7756910451435,9
2026,5,1609.8845013869316,6
2026,6,1535.794352735566,10
2026,7,2063.7028881211827,1
2026,8,1602.5378568002052,7
2026,9,2009.8664992784115,3
2026,10,2044.783780527214,2
2026,1,1786.779108413141,5
2026,2,2074.157156260787,1
2026,3,1918.2237657269766,3
2026,4,1729.5695905658094,7
2026,5,1553.0296170958543,9
2026,6,1724.5350691233489,8
2026,7,1740.2816010010588,6
2026,8,1550.8453438919478,10
2026,9,2019.0972904425298,2
2026,10,1877.9572148785087,4
2026,1,1524.6622572688202,10
2026,2,1863.0164627083363,3
